#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.611264   -0.611264           0
           2   -0.613868   -0.612566 0.000920653
           3   -0.616664   -0.613932  0.00127306
           4   -0.612016   -0.613453  0.00104102
           5   -0.611392   -0.613041 0.000910771
           6    -0.61226   -0.612911 0.000768217
           7   -0.616776   -0.613463 0.000833631
           8   -0.615628   -0.613734 0.000772111
           9    -0.61472   -0.613843 0.000694057
          10   -0.613684   -0.613827 0.000624834
          11   -0.616064   -0.614031 0.000600208
          12     -0.6142   -0.614045 0.000550357
          13   -0.612724   -0.613943 0.000517313
          14   -0.613032   -0.613878 0.000484438
          15    -0.61244   -0.613782  0.00046153
          16   -0.613648   -0.613774 0.000432761
          17    -0.61332   -0.613747 0.000408126
          18    -0.61588   -0.613866 0.000402287
          19    -0.61498   -0.613924 0.000385367
          20   -0.612416   -0.613849 0.000373404
