#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482704   -0.482704           0
           2    -0.47984   -0.481272  0.00101258
           3   -0.482988   -0.481844 0.000820864
           4   -0.483016   -0.482137 0.000665889
           5   -0.483648   -0.482439 0.000597362
           6   -0.479068   -0.481877 0.000714762
           7     -0.4831   -0.482052 0.000633636
           8   -0.484664   -0.482379 0.000632986
           9   -0.480272   -0.482144  0.00060438
          10   -0.483396    -0.48227 0.000556749
          11   -0.484044   -0.482431 0.000528988
          12   -0.480624    -0.48228 0.000505883
          13    -0.48206   -0.482263 0.000467253
          14   -0.483468   -0.482349 0.000441729
          15   -0.482268   -0.482344 0.000412314
          16   -0.481976   -0.482321 0.000387185
          17   -0.483004   -0.482361 0.000366488
          18   -0.483764   -0.482439 0.000354317
          19   -0.483168   -0.482477 0.000337739
          20   -0.484288   -0.482568 0.000332763
