#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    0.828823    0.828823           0
           2    0.839762    0.834292  0.00386733
           3    0.803832    0.824139  0.00868182
           4    0.840591    0.828252  0.00742194
           5    0.840571    0.830716  0.00633329
           6    0.840751    0.832388  0.00549415
           7    0.830892    0.832175  0.00471343
           8    0.826878    0.831512  0.00417048
           9    0.806572    0.828741  0.00453525
          10    0.814988    0.827366   0.0042852
          11    0.846218     0.82908  0.00422448
          12    0.821445    0.828444  0.00392007
          13    0.839582      0.8293  0.00371097
          14    0.834598    0.829679  0.00346514
          15    0.823588    0.829273  0.00325784
          16    0.836906     0.82975  0.00308896
          17    0.819629    0.829154  0.00296407
          18    0.844838    0.830026  0.00292467
          19    0.832154    0.830138  0.00277288
          20    0.843643    0.830813  0.00271521
