#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.023304    0.023304           0
           2    0.012432    0.017868  0.00384383
           3    0.027382   0.0210393  0.00364302
           4    0.016998    0.020029  0.00286895
           5    0.027704    0.021564  0.00267446
           6    0.027578   0.0225663  0.00240923
           7    0.021826   0.0224606  0.00206738
           8    0.023902   0.0226408  0.00181679
           9     0.02711   0.0231373  0.00168142
          10     0.03372   0.0241956  0.00181602
          11     0.03375   0.0250642    0.001847
          12    0.023822   0.0249607  0.00169599
          13    0.023206   0.0248257  0.00157089
          14    0.028856   0.0251136  0.00148482
          15    0.030604   0.0254796  0.00143024
          16    0.017186   0.0249613   0.0014317
          17    0.020238   0.0246834  0.00137418
          18    0.022932   0.0245861  0.00130128
          19     0.02352     0.02453    0.001234
          20    0.022016   0.0244043  0.00117868
