#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.01135     0.01135           0
           2    0.008942    0.010146 0.000851357
           3    0.011966   0.0107527 0.000753326
           4    0.009486    0.010436 0.000628034
           5     0.01422   0.0111928 0.000842989
           6     0.01367   0.0116057 0.000797209
           7    0.011028   0.0115231  0.00068758
           8     0.01824   0.0123628 0.000989335
           9    0.013998   0.0125444 0.000895938
          10    0.005978   0.0118878  0.00101895
          11    0.008822   0.0116091  0.00096368
          12    0.012544    0.011687 0.000886517
          13     0.01444   0.0118988 0.000843238
          14    0.017202   0.0122776  0.00086391
          15    0.012902   0.0123192 0.000807318
          16    0.014532   0.0124575 0.000768616
          17    0.010226   0.0123262 0.000734526
          18    0.012714   0.0123478 0.000694035
          19    0.011584   0.0123076  0.00065867
          20    0.013394   0.0123619 0.000627972
