throws,avg,err
0, 2.35737, 0
10000, 2.3423, 0.0150693
20000, 2.34129, 0.00875851
30000, 2.36699, 0.0264377
40000, 2.3915, 0.0319349
50000, 2.38072, 0.0282134
60000, 2.37644, 0.0242256
70000, 2.4032, 0.0340014
80000, 2.40352, 0.0299881
90000, 2.39237, 0.0290467
100000, 2.38493, 0.0273069
110000, 2.39099, 0.0256536
120000, 2.39196, 0.023618
130000, 2.38611, 0.0226356
140000, 2.38851, 0.0212085
150000, 2.3851, 0.0201293
160000, 2.38647, 0.018958
170000, 2.39339, 0.0191675
180000, 2.38866, 0.0187384
190000, 2.38844, 0.0177782
200000, 2.37957, 0.0190956
210000, 2.37773, 0.018299
220000, 2.37965, 0.0175896
230000, 2.38268, 0.0171119
240000, 2.38269, 0.0164132
250000, 2.38481, 0.0159105
260000, 2.38867, 0.0157903
270000, 2.39298, 0.0158135
280000, 2.39076, 0.0154189
290000, 2.39039, 0.0149007
300000, 2.38867, 0.0145146
310000, 2.39112, 0.0142662
320000, 2.39134, 0.0138289
330000, 2.38823, 0.0137723
340000, 2.38797, 0.0133754
350000, 2.38654, 0.0130773
360000, 2.38607, 0.0127275
370000, 2.38575, 0.0123923
380000, 2.38508, 0.0120887
390000, 2.38439, 0.0118029
400000, 2.38487, 0.0115215
410000, 2.38327, 0.0113566
420000, 2.38391, 0.0111074
430000, 2.38281, 0.0109075
440000, 2.38246, 0.0106679
450000, 2.38241, 0.0104336
460000, 2.3816, 0.0102413
470000, 2.38035, 0.0101042
480000, 2.38126, 0.00993801
490000, 2.38257, 0.0098255
500000, 2.38129, 0.00971671
510000, 2.38145, 0.00952947
520000, 2.3812, 0.00935142
530000, 2.38043, 0.00920876
540000, 2.38063, 0.00904198
550000, 2.37943, 0.00896
560000, 2.38133, 0.00900508
570000, 2.38113, 0.00885078
580000, 2.3801, 0.00875965
590000, 2.37858, 0.00874675
600000, 2.37885, 0.00860663
610000, 2.37787, 0.00852403
620000, 2.37866, 0.00842551
630000, 2.37969, 0.00835612
640000, 2.37789, 0.00842053
650000, 2.3779, 0.00829197
660000, 2.37882, 0.0082189
670000, 2.37859, 0.00810039
680000, 2.37803, 0.00800153
690000, 2.37824, 0.00788904
700000, 2.37776, 0.00779167
710000, 2.37813, 0.00769131
720000, 2.37824, 0.00758602
730000, 2.37926, 0.00755185
740000, 2.37948, 0.00745395
750000, 2.37962, 0.00735655
760000, 2.37957, 0.00726058
770000, 2.37967, 0.00716763
780000, 2.37883, 0.00712703
790000, 2.37901, 0.00703973
800000, 2.37911, 0.00695308
810000, 2.37941, 0.00687439
820000, 2.37979, 0.00680143
830000, 2.3805, 0.00675758
840000, 2.3793, 0.00678543
850000, 2.38018, 0.0067642
860000, 2.38002, 0.00668795
870000, 2.37955, 0.00662842
880000, 2.37887, 0.0065885
890000, 2.3793, 0.00652942
900000, 2.37895, 0.00646687
910000, 2.37863, 0.00640419
920000, 2.37834, 0.00634179
930000, 2.37771, 0.00630489
940000, 2.3775, 0.00624199
950000, 2.37693, 0.00620279
960000, 2.37824, 0.00627782
970000, 2.37771, 0.00623632
980000, 2.37882, 0.00627225
990000, 2.37888, 0.00620947
