throws,avg,err
0, 8.26511, 0
10000, 6.94198, 1.32312
20000, 6.84788, 0.769681
30000, 6.26052, 0.800742
40000, 5.56724, 0.930246
50000, 5.2927, 0.807635
60000, 4.95867, 0.759928
70000, 4.91836, 0.659351
80000, 5.08445, 0.604748
90000, 5.00455, 0.546772
100000, 5.07166, 0.499106
110000, 5.13151, 0.459533
120000, 5.21687, 0.431243
130000, 5.16392, 0.40275
140000, 5.30507, 0.400627
150000, 5.14434, 0.407767
160000, 5.03244, 0.399039
170000, 4.91654, 0.393665
180000, 5.00238, 0.382135
190000, 5.07435, 0.369601
200000, 5.1877, 0.36938
210000, 5.19893, 0.35237
220000, 5.1111, 0.347968
230000, 5.26172, 0.36562
240000, 5.33391, 0.358044
250000, 5.35934, 0.344936
260000, 5.35428, 0.331953
270000, 5.25836, 0.33395
280000, 5.19382, 0.328629
290000, 5.20593, 0.317717
300000, 5.21252, 0.307368
310000, 5.13906, 0.306539
320000, 5.14987, 0.297302
330000, 5.08446, 0.295749
340000, 5.05151, 0.28906
350000, 5.13418, 0.292827
360000, 5.17101, 0.287175
370000, 5.1966, 0.280684
380000, 5.14928, 0.277457
390000, 5.13409, 0.270858
400000, 5.10996, 0.265268
410000, 5.13574, 0.260155
420000, 5.272, 0.288272
430000, 5.34025, 0.289796
440000, 5.28036, 0.289545
450000, 5.29957, 0.283832
460000, 5.33495, 0.279972
470000, 5.27857, 0.279816
480000, 5.26042, 0.274646
490000, 5.30582, 0.2729
500000, 5.3121, 0.267569
510000, 5.28717, 0.263554
520000, 5.29581, 0.258678
530000, 5.30098, 0.253895
540000, 5.27827, 0.250269
550000, 5.28636, 0.245892
560000, 5.25161, 0.244026
570000, 5.2961, 0.243874
580000, 5.28824, 0.239834
590000, 5.26896, 0.236589
600000, 5.33653, 0.24229
610000, 5.33306, 0.238375
620000, 5.37022, 0.237486
630000, 5.40178, 0.235867
640000, 5.41166, 0.23242
650000, 5.39023, 0.229872
660000, 5.37852, 0.226718
670000, 5.37397, 0.223405
680000, 5.34288, 0.222327
690000, 5.31044, 0.221518
700000, 5.2925, 0.21911
710000, 5.2601, 0.218462
720000, 5.29369, 0.218052
730000, 5.29248, 0.215088
740000, 5.36251, 0.223458
750000, 5.35388, 0.220667
760000, 5.3718, 0.218518
770000, 5.36397, 0.21584
780000, 5.3528, 0.213383
790000, 5.33405, 0.211532
800000, 5.30527, 0.210876
810000, 5.27242, 0.210863
820000, 5.27121, 0.208311
830000, 5.24459, 0.207531
840000, 5.24948, 0.205133
850000, 5.22602, 0.204087
860000, 5.20832, 0.202502
870000, 5.20336, 0.200249
880000, 5.22536, 0.199205
890000, 5.22175, 0.197012
900000, 5.21156, 0.195102
910000, 5.22188, 0.193246
920000, 5.24292, 0.192311
930000, 5.22472, 0.191124
940000, 5.24742, 0.19046
950000, 5.25162, 0.188512
960000, 5.233, 0.187485
970000, 5.20494, 0.187672
980000, 5.18488, 0.186847
990000, 5.15999, 0.186635
