throws,avg,err
0, 6.18387, 0
10000, 5.8432, 0.340668
20000, 5.96182, 0.229688
30000, 5.82518, 0.212249
40000, 5.79764, 0.166698
50000, 5.82645, 0.139125
60000, 5.85058, 0.120032
70000, 5.877, 0.107255
80000, 5.89621, 0.0965224
90000, 5.93799, 0.0959091
100000, 6.01233, 0.114249
110000, 6.07698, 0.122707
120000, 6.05175, 0.115659
130000, 6.06981, 0.108592
140000, 6.10082, 0.10574
150000, 6.08728, 0.0998333
160000, 6.05176, 0.100279
170000, 5.97859, 0.119551
180000, 5.99728, 0.114619
190000, 6.00572, 0.109064
200000, 6.01453, 0.104114
210000, 6.03953, 0.102367
220000, 6.00705, 0.103067
230000, 6.00145, 0.0988375
240000, 6.01033, 0.0952165
250000, 6.01505, 0.0916027
260000, 6.03416, 0.0901922
270000, 6.02299, 0.0876268
280000, 6.01236, 0.0852162
290000, 6.0127, 0.0823274
300000, 6.0208, 0.0800385
310000, 6.01201, 0.0779935
320000, 6.01448, 0.0756334
330000, 6.02052, 0.0736234
340000, 6.01366, 0.0718171
350000, 6.01822, 0.0699421
360000, 6.01899, 0.0680298
370000, 6.02552, 0.0665364
380000, 6.03711, 0.0658366
390000, 6.03822, 0.0641791
400000, 6.01039, 0.0685022
410000, 6.02084, 0.0676641
420000, 6.02747, 0.0664035
430000, 6.02842, 0.0648837
440000, 6.01541, 0.0647452
450000, 6.02844, 0.0646476
460000, 6.02717, 0.0632698
470000, 6.01842, 0.0625534
480000, 6.00387, 0.0629659
490000, 6.01226, 0.0622614
500000, 6.02764, 0.0629368
510000, 6.02658, 0.0617238
520000, 6.02047, 0.0608558
530000, 6.02151, 0.0597272
540000, 6.01553, 0.0589356
550000, 6.01425, 0.0578877
560000, 6.01686, 0.0569227
570000, 6.0179, 0.0559424
580000, 6.01198, 0.0553037
590000, 6.01336, 0.0543915
600000, 6.01135, 0.05353
610000, 6.00733, 0.0528131
620000, 6.015, 0.0525313
630000, 6.0216, 0.0521237
640000, 6.01348, 0.0519543
650000, 6.01669, 0.0512615
660000, 6.01963, 0.050576
670000, 6.02172, 0.0498706
680000, 6.01721, 0.0493493
690000, 6.01985, 0.0487108
700000, 6.02012, 0.0480206
710000, 6.01849, 0.0473772
720000, 6.01773, 0.0467298
730000, 6.02265, 0.0463562
740000, 6.02377, 0.0457477
750000, 6.02138, 0.0452055
760000, 6.02934, 0.0453207
770000, 6.02857, 0.0447426
780000, 6.03432, 0.0445452
790000, 6.02308, 0.0453988
800000, 6.01776, 0.0451486
810000, 6.01785, 0.0445947
820000, 6.01988, 0.0441006
830000, 6.02027, 0.0435742
840000, 6.01769, 0.0431357
850000, 6.01719, 0.0426341
860000, 6.01862, 0.0421653
870000, 6.01321, 0.0420326
880000, 6.01113, 0.04161
890000, 6.01375, 0.0412288
900000, 6.01136, 0.0408436
910000, 6.00635, 0.0407062
920000, 6.00556, 0.0402738
930000, 6.00829, 0.0399361
940000, 6.01259, 0.0397467
950000, 6.00827, 0.0395667
960000, 6.00474, 0.0393155
970000, 6.00319, 0.0389431
980000, 6.00494, 0.0385876
990000, 6.00897, 0.0384117
