throws,avg,err
0, 1.55158, 0
10000, 1.51121, 0.0403709
20000, 1.53313, 0.0319975
30000, 1.51026, 0.0321722
40000, 1.52105, 0.0271589
50000, 1.52658, 0.022854
60000, 1.51538, 0.0223263
70000, 1.5227, 0.0206738
80000, 1.52545, 0.0184383
90000, 1.51824, 0.0179988
100000, 1.50709, 0.0197303
110000, 1.50334, 0.0183982
120000, 1.50043, 0.0171731
130000, 1.49419, 0.0170794
140000, 1.4909, 0.0162362
150000, 1.48545, 0.0161368
160000, 1.48036, 0.0159898
170000, 1.47904, 0.0151326
180000, 1.47709, 0.0144458
190000, 1.47917, 0.0138602
200000, 1.4811, 0.0133253
210000, 1.48017, 0.0127392
220000, 1.47462, 0.0133794
230000, 1.47942, 0.0136792
240000, 1.47753, 0.0132567
250000, 1.47483, 0.0130187
260000, 1.47524, 0.0125341
270000, 1.47559, 0.0120831
280000, 1.47971, 0.0123644
290000, 1.47946, 0.0119477
300000, 1.48445, 0.0125886
310000, 1.4908, 0.0137419
320000, 1.48859, 0.0135008
330000, 1.4872, 0.0131707
340000, 1.48712, 0.0127892
350000, 1.487, 0.0124294
360000, 1.48826, 0.0121537
370000, 1.48833, 0.0118298
380000, 1.4906, 0.0117451
390000, 1.48675, 0.0120793
400000, 1.48652, 0.0117831
410000, 1.48646, 0.0114994
420000, 1.48857, 0.0114252
430000, 1.48736, 0.0112277
440000, 1.48786, 0.0109869
450000, 1.4879, 0.0107454
460000, 1.48684, 0.0105676
470000, 1.48612, 0.0103698
480000, 1.48822, 0.0103696
490000, 1.48782, 0.0101677
500000, 1.48682, 0.0100167
510000, 1.48876, 0.0100128
520000, 1.48761, 0.00988999
530000, 1.48588, 0.00985787
540000, 1.48577, 0.00967758
550000, 1.48656, 0.00953566
560000, 1.48692, 0.00937391
570000, 1.48666, 0.00921439
580000, 1.48641, 0.00906049
590000, 1.4914, 0.0102136
600000, 1.49249, 0.0101038
610000, 1.49394, 0.0100446
620000, 1.4954, 0.00999009
630000, 1.49479, 0.00985148
640000, 1.49565, 0.00973716
650000, 1.49494, 0.00961471
660000, 1.49463, 0.00947544
670000, 1.49383, 0.00936864
680000, 1.49368, 0.00923318
690000, 1.49397, 0.00910511
700000, 1.49402, 0.0089761
710000, 1.49356, 0.0088626
720000, 1.49377, 0.00874291
730000, 1.49325, 0.00863969
740000, 1.49272, 0.00854053
750000, 1.49108, 0.00858543
760000, 1.4899, 0.0085546
770000, 1.49048, 0.00846377
780000, 1.49082, 0.00836304
790000, 1.49085, 0.00825789
800000, 1.48994, 0.00820572
810000, 1.49116, 0.00819713
820000, 1.49116, 0.00809777
830000, 1.49048, 0.00802986
840000, 1.49035, 0.00793594
850000, 1.49022, 0.00784415
860000, 1.49045, 0.00775676
870000, 1.48953, 0.00772225
880000, 1.48922, 0.00764129
890000, 1.48928, 0.00755613
900000, 1.49058, 0.00758377
910000, 1.49062, 0.00750102
920000, 1.49237, 0.00762417
930000, 1.49284, 0.00755705
940000, 1.49315, 0.00748366
950000, 1.4921, 0.00747924
960000, 1.49202, 0.00740222
970000, 1.49308, 0.00740227
980000, 1.49298, 0.00732779
990000, 1.49339, 0.00726574
