# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
     10.3709           0           0           0
      10.748           0           0           0
     11.1251           0           0           0
    0.188562       0.236      0.4545    0.117116
    0.565685       2.415     3.69065    0.350022
    0.942809      6.2195     7.44382     0.44417
     1.31993     12.8345     11.6603      0.5875
     1.69706      16.073     14.7711    0.482086
     2.07418     14.5605     16.3676    0.568935
      2.4513      13.811     14.6077    0.521217
     2.82843      14.963      12.489     0.40889
     3.20555     11.3275     10.8147    0.296622
     3.58267       5.402     6.08018    0.277447
      3.9598       4.126     4.02712     0.30771
     4.33692      3.0165     2.70182    0.234419
     4.71405      2.0805     1.47926    0.211911
     5.09117       0.897    0.555441   0.0846124
     5.46829       0.038    0.363029    0.069889
     5.84542           0    0.295853   0.0691014
     6.22254           0      0.0475   0.0233493
     6.59966           0    0.128235   0.0547001
     6.97679           0   0.0219118   0.0157146
     7.35391           0 0.000235294 0.000228269
     7.73103           0           0           0
     8.10816           0           0           0
     8.48528           0           0           0
      8.8624           0           0           0
     9.23953           0           0           0
     9.61665           0           0           0
     9.99378           0           0           0
     10.3709           0           0           0
      10.748           0           0           0
     11.1251           0           0           0
    0.188562       1.552    0.515472    0.125481
    0.565685       3.554     3.68306    0.330659
    0.942809       5.674      7.3455    0.430239
     1.31993      9.2485     11.5263    0.569935
     1.69706     13.9795     14.7272    0.457306
     2.07418     18.0655     16.4619    0.545091
      2.4513     16.5865     14.7176    0.503721
     2.82843      12.272     12.4769    0.386351
     3.20555     11.5425     10.8551    0.282885
     3.58267      6.6075     6.10947    0.263576
      3.9598      3.3585     3.98997    0.292849
     4.33692       2.736     2.70372    0.221403
     4.71405      1.5435     1.48283    0.200169
     5.09117      0.7055    0.563778   0.0803214
     5.46829      0.5745    0.374778   0.0669865
     5.84542           0    0.279417   0.0671888
     6.22254           0   0.0448611   0.0222008
     6.59966           0    0.121111   0.0521231
     6.97679           0   0.0206944   0.0148886
     7.35391           0 0.000222222 0.000215961
     7.73103           0           0           0
     8.10816           0           0           0
     8.48528           0           0           0
      8.8624           0           0           0
     9.23953           0           0           0
     9.61665           0           0           0
     9.99378           0           0           0
     10.3709           0           0           0
      10.748           0           0           0
     11.1251           0           0           0
    0.188562       0.455    0.512289    0.118917
    0.565685       2.615     3.62684    0.317998
    0.942809      6.6565     7.30924     0.40912
     1.31993       8.631     11.3739     0.55994
     1.69706     15.0295     14.7431    0.433514
     2.07418      14.095     16.3374    0.530446
      2.4513     18.2475     14.9034     0.51032
     2.82843     16.0965     12.6674    0.410305
     3.20555      10.697     10.8468    0.268119
     3.58267      7.9435       6.206    0.266794
      3.9598        3.76     3.97787    0.277686
     4.33692      2.0825     2.67103    0.212151
     4.71405      1.1235     1.46392    0.190525
     5.09117       0.542    0.562632   0.0761021
     5.46829      0.0255    0.356395   0.0659351
     5.84542           0    0.264711   0.0652421
     6.22254           0      0.0425   0.0211575
     6.59966           0    0.114737    0.049768
     6.97679           0   0.0196053   0.0141448
     7.35391           0 0.000210526 0.000204911
     7.73103           0           0           0
     8.10816           0           0           0
     8.48528           0           0           0
      8.8624           0           0           0
     9.23953           0           0           0
     9.61665           0           0           0
     9.99378           0           0           0
     10.3709           0           0           0
      10.748           0           0           0
     11.1251           0           0           0
    0.188562           0    0.486675    0.115697
    0.565685      1.7785     3.53442    0.315242
    0.942809        5.84     7.23577    0.395204
     1.31993       9.066     11.2585    0.543704
     1.69706      12.421      14.627    0.427103
     2.07418      19.391     16.4901    0.525438
      2.4513     18.8165     15.0991    0.520962
     2.82843     15.4945     12.8088    0.413422
     3.20555      8.6615     10.7376    0.276081
     3.58267     10.4715     6.41927    0.327797
      3.9598       3.422     3.95008    0.265189
     4.33692       1.581     2.61653    0.208426
     4.71405       1.024     1.44193    0.182264
     5.09117      0.0325    0.536125   0.0767745
     5.46829           0    0.338575   0.0650017
     5.84542           0    0.251475   0.0633083
     6.22254           0    0.040375   0.0202061
     6.59966           0       0.109   0.0476091
     6.97679           0    0.018625   0.0134715
     7.35391           0      0.0002 0.000194936
     7.73103           0           0           0
     8.10816           0           0           0
     8.48528           0           0           0
      8.8624           0           0           0
     9.23953           0           0           0
     9.61665           0           0           0
     9.99378           0           0           0
     10.3709           0           0           0
      10.748           0           0           0
     11.1251           0           0           0
